ID,Year_Birth,Income,Dt_Customer,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Numbers of sons,Total_Spent,Total_Purchases,Marital_Status_Alone,Marital_Status_Partner,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Clusters
7297,1973,7500,2013-07-02,54,7,0,0,0,0,0,0,3,11,0,51,1,57,11,1,0,0,1,0,0,3
11004,1893,60182,2013-07-02,23,4,0,0,0,0,0,0,3,11,0,131,1,22,4,1,0,0,0,0,0,0
313,1968,73455,2013-07-02,98,3,0,1,0,0,0,0,3,11,0,56,0,2088,22,1,0,0,1,0,0,0
9940,1958,64961,2013-07-02,97,3,0,0,0,0,0,0,3,11,0,66,1,1009,16,0,1,0,1,0,0,4
10735,1971,22804,2013-07-02,75,9,0,0,0,0,0,0,3,11,0,53,1,26,5,1,0,0,1,0,0,3
9529,1990,73687,2013-07-02,8,2,0,0,0,1,0,0,3,11,1,34,0,1627,22,0,1,0,1,0,0,4
6439,1958,61074,2013-07-02,37,7,0,0,0,0,0,0,3,11,0,66,1,1102,31,0,1,0,1,0,0,4
7411,1964,31686,2014-05-06,31,6,0,0,0,0,0,0,3,11,0,60,2,17,6,0,1,0,0,0,1,1
2176,1972,80134,2013-07-02,40,6,0,1,1,1,0,0,3,11,1,52,1,1690,16,0,1,0,1,0,0,4
9265,1953,75027,2013-09-01,74,5,0,0,0,0,0,0,3,11,0,71,1,1390,21,0,1,0,1,0,0,4
8867,1988,67546,2013-07-02,90,3,0,0,0,0,0,0,3,11,0,36,0,2126,20,0,1,0,0,0,1,2
8932,1969,65176,2013-07-02,57,6,0,0,0,0,0,0,3,11,0,55,1,1531,25,0,1,0,0,1,0,2
10236,1975,31160,2013-07-02,59,8,0,0,0,0,0,0,3,11,0,49,1,64,7,1,0,0,0,1,0,3
6340,1985,29938,2013-07-02,52,6,0,0,0,0,0,0,3,11,0,39,1,26,6,1,0,0,1,0,0,3
10089,1974,102692,2013-05-04,5,2,0,1,1,1,1,0,3,11,1,50,0,1112,29,1,0,0,1,0,0,0
2227,1958,26490,2013-07-02,92,6,0,0,0,0,0,0,3,11,0,66,0,210,11,0,1,0,0,0,0,1
10992,1967,75702,2013-07-02,77,8,0,0,0,0,0,0,3,11,0,57,2,1148,26,0,1,0,1,0,0,4
5304,1974,30899,2013-07-02,35,6,0,0,0,0,0,0,3,11,0,50,1,33,6,1,0,0,0,0,1,3
309,1961,63342,2013-07-02,48,6,0,1,0,0,0,0,3,11,0,63,1,1101,19,0,1,0,0,0,1,2
3406,1964,45989,2013-07-02,97,3,0,0,0,0,0,0,3,11,0,60,1,322,16,1,0,0,1,0,0,0
2661,1964,18701,2013-04-06,95,5,0,0,0,0,0,0,3,11,0,60,2,44,10,1,0,0,1,0,0,3
3153,1957,40737,2013-08-12,24,8,0,0,0,0,0,0,3,11,0,67,3,17,4,1,0,0,0,0,1,3
10264,1979,15287,2012-10-10,60,7,1,0,0,0,0,0,3,11,1,45,1,31,6,1,0,0,1,0,0,3
1184,1968,69674,2013-07-02,46,5,0,0,0,0,0,0,3,11,0,56,2,845,25,1,0,0,0,0,1,0
4200,1970,44159,2013-07-02,85,5,0,0,0,0,0,0,3,11,0,54,1,275,15,0,1,0,0,1,0,2
9396,1978,37717,2013-07-02,31,9,0,0,0,0,0,0,3,11,0,46,1,25,4,0,1,0,0,0,1,1
2387,1952,43776,2013-03-02,9,8,0,0,0,0,0,0,3,11,1,72,2,275,17,0,1,0,0,1,0,2
6690,1966,38179,2013-07-02,30,7,0,0,0,0,0,0,3,11,0,58,2,90,11,0,1,0,0,1,0,1
1225,1963,80124,2013-07-02,47,1,1,0,0,0,0,0,3,11,0,61,0,1495,19,0,1,0,1,0,0,4
9703,1970,38097,2013-07-02,70,7,1,0,0,0,0,0,3,11,1,54,2,184,11,0,1,0,0,0,1,1
291,1970,72940,2013-07-02,13,1,0,0,0,0,0,0,3,11,0,54,0,981,13,0,1,0,1,0,0,4
4557,1970,22070,2013-04-10,11,6,0,0,0,0,0,0,3,11,0,54,1,67,8,0,1,0,1,0,0,1
2379,1953,69267,2013-07-02,31,7,0,0,0,0,0,0,3,11,1,71,0,1635,14,1,0,0,1,0,0,0
5726,1983,31788,2013-07-02,15,5,0,0,0,0,0,1,3,11,0,41,1,60,10,1,0,0,0,1,0,3
3066,1975,61905,2014-04-02,2,5,0,0,0,0,0,0,3,11,0,49,1,231,12,0,1,0,0,0,1,2
6336,1960,29315,2014-06-04,55,6,0,0,0,0,0,0,3,11,0,64,2,48,10,0,1,0,1,0,0,1
10967,1963,33378,2013-06-02,38,7,0,0,0,0,0,0,3,11,0,61,2,99,9,1,0,0,1,0,0,3
2304,1963,66313,2013-07-02,86,4,0,0,0,0,0,0,3,11,0,61,1,770,23,0,1,0,0,0,1,2
3445,1956,60714,2013-07-02,56,5,0,0,0,0,0,0,3,11,1,68,0,957,23,1,0,0,1,0,0,0
7828,1981,77882,2013-07-02,29,1,0,0,0,0,0,0,3,11,0,43,0,818,12,0,1,0,0,1,0,2
3762,1986,69867,2013-02-04,30,1,0,0,0,1,0,0,3,11,1,38,0,925,17,1,0,0,0,0,1,0
4391,1968,63841,2013-07-02,64,6,0,0,0,0,0,0,3,11,0,56,1,908,22,1,0,0,0,1,0,0
4669,1981,24480,2013-11-02,46,7,0,0,0,0,0,0,3,11,0,43,1,102,10,0,1,1,0,0,0,1
10144,1976,51369,2013-07-02,84,8,0,0,0,0,0,0,3,11,0,48,1,576,16,0,1,0,1,0,0,4
8652,1946,37760,2013-07-02,20,7,0,0,0,0,0,0,3,11,0,78,0,317,13,0,1,0,1,0,0,4
1672,1974,65640,2014-01-03,74,2,0,0,0,0,0,0,3,11,0,50,1,461,15,0,1,0,0,0,1,2
8962,1975,44319,2013-07-02,18,5,0,0,0,0,0,0,3,11,0,49,2,37,7,0,1,0,0,1,0,1
9974,1974,30631,2013-12-07,75,7,0,0,0,0,0,0,3,11,0,50,1,70,7,0,1,0,1,0,0,1
10983,1952,75278,2013-07-02,17,3,0,0,0,0,0,0,3,11,0,72,0,930,23,0,1,0,1,0,0,4
8148,1956,50898,2013-08-01,88,5,0,0,0,0,0,0,3,11,0,68,2,859,33,0,1,0,0,1,0,2
10102,1966,79946,2014-12-05,19,3,0,0,0,0,0,0,3,11,0,58,0,1478,22,1,0,0,1,0,0,0
4697,1949,35416,2013-07-02,62,8,0,0,0,0,0,0,3,11,0,75,0,390,16,1,0,0,0,1,0,0
9262,1984,32414,2013-04-07,11,7,1,0,0,0,0,0,3,11,0,40,0,52,5,0,1,0,0,0,0,1
7254,1969,38361,2013-07-02,74,7,0,0,0,0,0,0,3,11,0,55,1,137,10,0,1,0,1,0,0,1
4543,1980,82497,2013-07-02,32,4,0,0,1,0,0,0,3,11,0,44,0,1919,19,0,1,0,1,0,0,4
4927,1971,16626,2013-07-02,76,9,0,0,0,0,0,0,3,11,0,53,2,68,9,0,1,0,1,0,0,1
10451,1965,29672,2013-12-03,6,6,0,0,0,0,0,0,3,11,0,59,2,25,4,0,1,0,1,0,0,1
2926,1952,55951,2013-07-02,62,8,0,1,0,0,1,0,3,11,0,72,1,1374,23,0,1,0,0,1,0,2
2874,1988,35388,2013-07-03,20,7,0,0,0,0,0,0,3,11,0,36,1,32,5,1,0,0,0,0,0,3
9738,1986,42386,2013-07-02,43,8,0,0,0,0,0,0,3,11,0,38,1,100,7,0,1,0,0,1,0,1
7119,1982,68627,2013-12-01,45,1,0,0,0,0,0,0,3,11,0,42,0,825,12,1,0,0,1,0,0,0
3924,1965,57912,2013-07-02,34,5,0,1,0,0,0,0,3,11,0,59,1,916,28,1,0,0,0,0,1,0
5827,1958,35246,2013-07-02,53,5,0,0,0,0,0,0,3,11,0,66,2,62,11,1,0,0,1,0,0,3
5596,1956,58821,2013-12-10,44,6,0,0,0,0,0,0,3,11,0,68,1,728,21,0,1,0,0,0,0,4
10812,1978,46377,2014-01-03,89,4,0,0,0,0,0,0,3,11,0,46,1,90,7,0,1,0,0,0,1,2
1717,1988,39747,2013-07-02,43,8,0,0,0,0,0,0,3,11,0,36,1,273,13,1,0,0,1,0,0,3
9491,1984,23976,2013-07-02,68,7,0,0,0,0,0,0,3,11,0,40,1,66,10,0,1,0,1,0,0,1
9274,1961,80950,2013-07-02,44,2,0,0,0,1,0,0,3,11,0,63,0,1213,23,0,1,0,0,1,0,2
6609,1966,27038,2013-07-02,64,9,0,0,0,0,0,0,3,11,1,58,0,107,7,1,0,0,1,0,0,3
6963,1947,77457,2014-05-03,85,1,0,0,1,0,0,0,3,11,0,77,0,1157,18,1,0,0,1,0,0,0
4440,1964,64100,2013-10-09,93,7,0,1,0,0,0,0,3,11,0,60,1,546,18,0,1,0,0,1,0,2
1379,1992,42670,2013-07-02,12,4,0,0,0,0,0,0,3,11,0,32,0,241,11,0,1,0,0,1,0,1
10032,1976,12571,2013-07-02,86,6,0,0,0,0,0,0,3,11,0,48,1,53,11,1,0,0,1,0,0,3
2826,1967,22574,2013-07-02,28,7,0,0,0,0,0,0,3,11,0,57,3,37,7,0,1,0,1,0,0,1
6320,1976,70893,2013-06-02,42,3,0,0,0,0,0,0,3,11,0,48,0,1508,23,1,0,0,0,1,0,0
3050,1966,54198,2013-07-02,13,4,0,0,0,0,0,0,3,11,0,58,2,235,16,0,1,0,1,0,0,4
231,1956,28839,2014-11-03,86,5,0,0,0,0,0,0,3,11,0,68,2,32,7,0,1,0,0,1,0,1
2392,1972,40321,2013-07-02,59,7,0,0,0,0,0,0,3,11,0,52,2,102,8,0,1,0,1,0,0,1
9478,1985,66503,2013-07-02,30,3,0,0,0,0,0,0,3,11,0,39,1,401,15,1,0,0,1,0,0,0
113,1951,30833,2013-07-02,33,5,0,0,0,0,0,0,3,11,0,73,2,28,6,0,1,0,1,0,0,1
1802,1971,64795,2013-07-02,23,2,0,0,0,0,0,0,3,11,0,53,1,680,21,0,1,0,1,0,0,4
520,1974,34421,2013-01-07,81,7,0,0,0,0,0,0,3,11,0,50,1,30,4,0,1,0,1,0,0,1
8275,1965,47025,2014-09-02,6,7,0,0,0,0,0,0,3,11,0,59,2,20,4,1,0,0,0,0,1,3
9750,1961,64325,2013-07-02,41,7,0,0,0,0,0,0,3,11,0,63,1,1307,23,1,0,0,0,0,1,0
2607,1953,40464,2013-11-01,78,8,0,0,0,0,0,0,3,11,0,71,1,630,24,1,0,0,1,0,0,0
7214,1957,62187,2013-05-07,49,3,0,0,0,0,0,0,3,11,0,67,0,1283,18,0,1,0,1,0,0,4
5835,1976,14849,2013-02-07,39,8,0,0,0,0,0,0,3,11,0,48,1,65,9,1,0,0,0,0,1,3
3896,1984,27255,2013-07-11,3,7,0,0,0,0,0,0,3,11,0,40,1,37,5,0,1,0,1,0,0,1
10350,1950,54432,2013-09-05,37,4,0,0,0,0,0,0,3,11,0,74,3,38,5,0,1,0,0,0,1,2
7786,1986,29999,2013-07-02,22,8,0,0,0,0,0,0,3,11,0,38,1,160,12,1,0,0,0,0,1,3
2861,1983,24072,2013-07-02,79,8,0,0,0,0,0,0,3,11,0,41,1,23,4,1,0,0,1,0,0,3
663,1989,33996,2013-11-09,46,4,0,0,0,0,0,0,3,11,0,35,0,71,6,1,0,0,0,0,1,0
10675,1956,66334,2013-03-04,82,5,0,0,0,0,0,0,3,11,1,68,1,1161,19,0,1,0,0,0,1,2
2521,1971,35178,2013-10-01,10,7,1,0,0,0,0,0,3,11,1,53,1,59,5,0,1,0,0,1,0,1
9592,1983,22010,2013-07-02,51,8,0,0,0,0,0,0,3,11,0,41,1,33,7,0,1,0,1,0,0,1
10151,1960,62204,2012-12-09,38,3,0,0,0,0,0,0,3,11,0,64,2,946,22,1,0,0,1,0,0,0
7381,1968,75693,2012-06-12,10,4,0,1,1,1,0,0,3,11,1,56,0,1442,22,1,0,0,1,0,0,0
4099,1972,30675,2012-12-11,14,8,0,0,0,0,0,0,3,11,0,52,1,62,5,0,1,0,1,0,0,1
9560,1965,83003,2013-03-03,18,3,0,0,1,0,0,0,3,11,1,59,0,1674,22,0,1,0,1,0,0,4
1150,1899,83532,2013-07-02,36,1,0,0,1,0,0,0,3,11,0,125,0,1853,15,0,1,0,0,0,1,2
10172,1988,68655,2012-10-08,95,3,0,0,0,0,0,0,3,11,0,36,0,1538,21,1,0,0,1,0,0,0
11191,1986,41411,2013-07-12,11,6,0,0,0,0,0,0,3,11,0,38,0,139,8,1,0,0,1,0,0,0
9707,1969,55212,2013-07-02,65,8,0,1,0,0,1,0,3,11,0,55,1,1182,20,0,1,0,0,0,1,2
6245,1950,59292,2013-07-02,71,3,0,0,0,0,0,0,3,11,0,74,1,507,18,0,1,0,0,0,1,2
8234,1973,27190,2013-07-02,13,8,1,0,0,0,0,0,3,11,1,51,1,18,4,0,1,1,0,0,0,1
1411,1952,82623,2013-10-11,58,1,0,0,0,0,0,0,3,11,0,72,0,940,16,1,0,0,1,0,0,0
8553,1965,44300,2013-07-02,65,6,0,0,0,0,0,0,3,11,0,59,2,42,6,0,1,0,1,0,0,1
1826,1970,84835,2013-07-02,0,1,0,0,0,0,0,0,3,11,1,54,0,1190,15,1,0,0,1,0,0,0
8842,1971,30372,2013-07-02,33,7,0,0,0,0,0,0,3,11,0,53,2,44,8,1,0,0,1,0,0,3
11030,1976,33181,2014-03-01,90,6,1,0,0,0,0,0,3,11,0,48,1,16,4,0,1,0,0,1,0,1
2579,1957,71113,2013-07-02,95,4,0,0,0,0,0,0,3,11,0,67,1,835,26,0,1,0,1,0,0,4
175,1986,71952,2013-10-01,93,4,1,0,1,0,0,0,3,11,0,38,1,1443,22,0,1,0,1,0,0,4
9185,1966,69759,2013-07-02,38,3,0,0,0,0,0,0,3,11,1,58,0,1029,18,1,0,0,0,0,1,0
11056,1974,72099,2013-07-02,18,1,0,0,0,0,0,0,3,11,0,50,0,1188,18,0,1,0,1,0,0,4
9365,1976,60000,2013-07-02,57,6,0,0,0,0,0,0,3,11,0,48,1,1277,24,1,0,0,0,0,1,0
6201,1978,38643,2013-07-02,45,7,0,0,0,0,0,1,3,11,0,46,2,49,7,1,0,0,1,0,0,3
2061,1955,50737,2013-11-05,61,6,0,1,0,0,0,0,3,11,0,69,1,99,7,0,1,0,1,0,0,4
6184,1969,68462,2012-12-12,6,1,0,0,0,0,0,0,3,11,0,55,0,1670,15,0,1,0,0,0,1,2
6142,1943,65073,2013-07-02,65,2,0,0,0,0,0,1,3,11,0,81,0,900,14,0,1,0,0,1,0,2
4107,1948,46681,2013-08-10,52,5,0,0,0,0,0,0,3,11,0,76,2,425,16,0,1,0,0,0,1,2
7274,1957,78618,2013-07-02,87,2,0,1,0,0,0,0,3,11,0,67,0,2153,22,0,1,0,1,0,0,4
9336,1969,62187,2013-07-02,38,4,0,0,0,0,0,0,3,11,0,55,1,636,21,1,0,0,0,0,1,0
2958,1978,28442,2013-07-02,53,4,0,0,0,0,0,0,3,11,0,46,2,57,10,0,1,0,1,0,0,1
933,1978,37717,2013-07-02,31,9,0,0,0,0,0,0,3,11,0,46,1,25,4,0,1,0,0,0,1,1
5837,1967,51479,2013-07-02,67,7,0,0,0,0,0,0,3,11,0,57,2,494,22,0,1,0,1,0,0,4
10704,1969,54803,2013-07-02,65,4,0,0,0,0,0,0,3,11,0,55,1,693,19,1,0,0,1,0,0,0
5125,1960,79530,2013-07-02,64,2,0,0,0,0,0,0,3,11,0,64,0,1348,26,0,1,0,1,0,0,4
4432,1976,31615,2013-07-02,82,7,0,0,0,0,0,0,3,11,0,48,1,51,7,1,0,0,1,0,0,3
5955,1962,72025,2013-07-02,27,3,0,0,0,0,0,0,3,11,0,62,0,1932,16,0,1,0,1,0,0,4
2928,1975,52614,2012-01-12,63,8,0,0,0,0,0,0,3,11,0,49,1,990,16,1,0,0,0,0,1,0
5680,1984,35684,2013-07-02,66,6,0,0,0,0,0,0,3,11,0,40,1,30,5,0,1,0,0,0,0,1
10313,1975,48178,2013-07-02,69,8,0,0,0,0,0,0,3,11,0,49,2,254,16,0,1,0,1,0,0,1
2557,1970,29548,2013-07-02,52,4,1,0,0,0,0,0,3,11,0,54,1,29,5,1,0,0,0,1,0,3
1245,1966,63810,2012-11-11,45,8,0,1,0,0,0,0,3,11,0,58,1,1371,23,1,0,0,1,0,0,0
1519,1972,38578,2013-07-02,2,8,0,0,0,0,0,0,3,11,1,52,2,73,9,1,0,0,0,0,1,3
10703,1975,46098,2013-07-02,86,8,0,0,0,0,0,0,3,11,0,49,2,120,11,1,0,0,0,1,0,3
1726,1970,22585,2013-07-02,23,9,1,0,0,0,0,0,3,11,1,54,0,81,5,1,0,0,1,0,0,3
4459,1989,30279,2013-07-02,13,8,0,0,0,0,0,0,3,11,0,35,1,37,5,1,0,0,1,0,0,3
1729,1961,66426,2013-02-10,14,6,0,0,0,0,0,0,3,11,0,63,1,1377,20,0,1,0,0,0,1,2
1517,1969,30822,2013-07-02,92,7,0,0,0,0,0,0,3,11,0,55,1,51,5,1,0,0,1,0,0,3
2098,1969,33581,2013-08-01,38,8,0,0,0,0,0,0,3,11,0,55,2,17,4,0,1,0,0,0,1,1
9543,1985,19986,2013-07-02,74,7,0,0,0,0,0,0,3,11,0,39,1,22,4,0,1,0,1,0,0,1
6878,1954,27421,2012-12-12,14,7,0,0,0,0,0,0,3,11,0,70,0,324,14,1,0,0,1,0,0,0
3310,1973,35688,2013-07-02,94,8,0,0,0,0,0,0,3,11,0,51,3,211,16,0,1,0,0,0,0,1
2724,1981,36143,2013-07-02,33,3,0,0,0,0,0,0,3,11,0,43,1,19,4,1,0,0,0,1,0,3
948,1971,10245,2013-07-02,32,5,0,0,0,0,0,0,3,11,0,53,1,41,8,1,0,0,1,0,0,3
6720,1968,43795,2013-07-02,11,7,0,1,0,0,0,0,3,11,1,56,1,492,17,0,1,0,0,1,0,2
6202,1960,63381,2012-05-10,78,2,0,0,0,0,0,0,3,11,0,64,1,1005,26,0,1,0,1,0,0,4
2066,1949,38823,2013-07-02,56,6,0,0,0,0,0,0,3,11,0,75,1,114,7,0,1,0,1,0,0,1
9799,1968,83664,2013-08-05,57,5,0,0,0,0,0,0,3,11,0,56,2,1173,19,1,0,0,0,0,1,0
8318,1979,90300,2014-03-01,7,1,0,0,1,0,0,0,3,11,0,45,0,1738,19,0,1,0,1,0,0,4
5642,1979,62499,2013-09-12,0,4,0,0,0,0,0,0,3,11,0,45,1,222,12,0,1,0,0,1,0,2
2669,1993,74293,2014-04-05,66,2,0,0,0,0,0,0,3,11,0,31,0,1127,16,1,0,0,1,0,0,0
455,1946,51012,2013-07-02,86,6,0,0,0,0,0,0,3,11,0,78,0,209,10,0,1,0,0,0,1,2
7683,1968,70777,2013-07-02,80,3,0,0,0,0,0,0,3,11,0,56,1,787,23,0,1,0,0,1,0,2
3428,1991,68682,2013-06-10,56,2,0,0,0,0,0,0,3,11,0,33,0,1598,24,0,1,0,0,0,1,2
7414,1971,43824,2013-07-02,18,8,0,0,0,0,0,0,3,11,0,53,2,186,12,0,1,0,1,0,0,1
6354,1984,15345,2013-07-02,51,8,0,0,0,0,0,0,3,11,1,40,1,47,6,0,1,0,1,0,0,1
798,1987,23442,2013-07-02,71,7,0,0,0,0,0,0,3,11,0,37,1,27,5,1,0,0,1,0,0,3
8213,1980,14515,2012-09-11,71,7,0,0,0,0,0,0,3,11,1,44,1,96,11,0,1,0,0,0,0,1
2488,1956,31395,2013-07-02,80,6,0,0,0,0,0,0,3,11,0,68,2,64,10,1,0,0,0,0,0,3
9999,1965,75276,2013-07-02,2,5,0,0,0,0,0,0,3,11,0,59,0,1040,23,0,1,0,1,0,0,4
7617,1974,42373,2013-07-02,83,5,0,0,0,0,0,0,3,11,0,50,2,163,13,1,0,0,1,0,0,3
615,1960,30507,2013-11-03,29,7,0,0,0,0,0,0,3,11,0,64,0,343,11,0,1,0,1,0,0,4
2552,1955,55521,2013-07-02,11,7,0,1,0,0,0,0,3,11,1,69,3,446,24,1,0,0,0,0,1,0
194,1965,48006,2014-09-06,55,6,0,0,0,0,0,0,3,11,0,59,2,41,5,0,1,0,1,0,0,1
3645,1972,27213,2013-07-02,19,8,0,0,0,0,0,0,3,11,1,52,1,70,9,1,0,0,0,0,1,3
8890,1971,65808,2013-07-02,1,6,0,0,0,0,0,0,3,11,0,53,2,272,14,1,0,0,0,0,1,0
5049,1974,30351,2013-06-06,19,9,0,0,0,0,0,0,3,11,0,50,1,46,6,0,1,0,0,0,1,1
9973,1963,50437,2013-07-02,28,7,0,0,0,0,0,0,3,11,0,61,2,490,19,0,1,0,1,0,0,4
7301,1982,23616,2013-07-02,76,8,0,0,0,0,0,0,3,11,1,42,1,79,8,1,0,0,0,0,0,3
10882,1976,53858,2012-09-11,50,4,0,0,0,0,0,0,3,11,0,48,1,915,17,0,1,0,1,0,0,4
7030,1955,66465,2013-07-02,1,6,0,0,0,1,0,0,3,11,0,69,1,1485,35,0,1,0,0,0,1,2
7422,1987,46923,2013-07-02,90,7,0,0,0,0,0,0,3,11,0,37,1,369,16,1,0,0,1,0,0,0
3523,1962,75072,2013-07-02,83,3,0,0,0,0,0,0,3,11,0,62,1,1073,19,0,1,0,1,0,0,4
7106,1943,75865,2013-07-02,73,1,0,0,0,0,0,0,3,11,0,81,0,1242,19,0,1,0,0,0,1,2
6504,1975,19789,2013-07-02,24,5,1,0,0,0,0,0,3,11,0,49,1,78,9,0,1,0,0,0,0,1
5067,1994,80134,2013-07-02,11,5,0,1,1,1,1,0,3,11,0,30,0,1378,21,0,1,0,1,0,0,4
4216,1981,91065,2013-07-02,33,3,0,0,1,1,0,0,3,11,1,43,0,1474,26,1,0,0,1,0,0,0
8581,1971,49505,2013-05-03,4,8,0,0,0,0,0,0,3,11,0,53,2,751,29,0,1,0,0,1,0,2
5929,1973,37401,2014-06-05,14,7,0,0,0,0,0,0,3,11,0,51,1,48,7,0,1,0,0,0,1,1
3129,1983,30096,2013-07-02,30,6,0,0,0,0,0,0,3,11,0,41,1,45,6,0,1,0,1,0,0,1
6528,1982,18492,2014-05-06,75,8,0,0,0,0,0,0,3,11,0,42,1,10,4,0,1,0,0,1,0,1
1361,1974,82584,2013-04-06,26,1,0,1,1,0,0,0,3,11,1,50,0,1435,16,0,1,0,0,1,0,2
6932,1941,93027,2013-07-02,77,2,0,0,1,0,0,0,3,11,0,83,0,2119,22,0,1,0,0,0,1,2
7284,1953,48686,2013-04-12,8,8,0,0,0,0,0,0,3,11,0,71,3,20,4,0,1,0,1,0,0,1
1340,1986,92910,2013-07-02,42,1,0,1,1,1,0,0,3,11,0,38,0,1795,27,0,1,0,1,0,0,4
8746,1989,75433,2014-05-04,28,6,0,1,0,1,0,0,3,11,0,35,1,1188,19,0,1,0,1,0,0,4
5987,1989,10404,2014-04-05,52,5,0,0,0,0,0,0,3,11,0,35,1,43,7,0,1,0,0,0,0,1
3767,1968,61314,2013-07-02,1,3,0,0,0,0,0,0,3,11,0,56,1,1008,24,0,1,0,1,0,0,4
3725,1961,84865,2013-09-05,1,4,0,1,1,1,1,0,3,11,1,63,0,1688,16,1,0,0,0,0,1,0
4324,1989,42387,2013-07-02,42,8,0,0,0,0,0,0,3,11,0,35,1,684,21,0,1,0,1,0,0,4
238,1967,67309,2013-07-02,76,7,0,0,0,0,0,0,3,11,0,57,2,1082,39,0,1,0,0,0,0,4
6694,1964,75236,2013-07-02,27,4,0,0,0,0,0,0,3,11,0,60,1,1068,25,0,1,0,1,0,0,4
498,1970,30015,2014-02-02,28,5,0,0,0,0,0,0,3,11,0,54,1,57,7,1,0,0,1,0,0,3
9347,1956,50943,2013-07-02,49,5,0,0,0,0,0,0,3,11,0,68,1,46,5,0,1,0,0,1,0,2
9699,1966,67272,2013-07-02,12,5,0,0,0,0,0,0,3,11,0,58,1,733,23,1,0,0,1,0,0,0
10664,1949,51529,2013-07-09,14,8,0,0,0,0,0,0,3,11,0,75,1,467,17,1,0,0,0,1,0,0
5455,1971,32011,2013-07-02,89,7,0,0,0,0,0,0,3,11,0,53,1,122,10,0,1,0,0,0,1,1
456,1986,7500,2013-07-02,96,8,0,0,0,0,0,0,3,11,0,38,1,36,7,0,1,0,0,0,0,1
5012,1989,28691,2013-04-07,56,8,0,0,0,0,0,0,3,11,0,35,1,34,5,0,1,0,1,0,0,1
7495,1948,56223,2013-07-02,72,4,0,0,0,0,0,0,3,11,0,76,1,156,10,0,1,0,0,0,1,2
5029,1946,18100,2013-06-08,14,5,0,0,0,0,0,0,3,11,0,78,0,14,4,0,1,0,1,0,0,1
10642,1989,30279,2013-07-02,13,8,0,0,0,0,0,0,3,11,0,35,1,37,5,1,0,0,1,0,0,3
2106,1974,20130,2013-07-02,99,8,0,0,0,0,0,0,3,11,0,50,0,34,5,0,1,0,0,0,0,1
10364,1959,23295,2013-07-02,72,8,0,0,0,0,0,0,3,11,0,65,0,20,4,1,0,0,1,0,0,3
5954,1972,42618,2013-09-10,92,8,0,0,0,0,0,0,3,11,0,52,1,192,11,1,0,0,0,1,0,3
1137,1964,81246,2013-07-02,87,1,1,0,0,1,0,0,3,11,0,60,0,1379,17,1,0,0,1,0,0,0
2541,1976,24027,2013-09-06,7,8,0,0,0,0,0,0,3,11,0,48,1,48,7,0,1,0,1,0,0,1
1142,1953,55707,2013-07-02,91,3,0,0,0,0,0,0,3,11,0,71,1,428,16,0,1,0,0,0,1,2
2276,1955,57959,2013-02-05,71,3,0,0,0,0,0,0,3,11,0,69,1,868,27,1,0,0,1,0,0,0
2807,1969,56796,2013-07-02,24,7,0,0,0,0,0,0,3,11,0,55,1,1001,27,0,1,0,1,0,0,4
6471,1971,36230,2013-07-02,17,5,0,0,0,0,0,0,3,11,0,53,1,59,7,1,0,0,0,1,0,3
6131,1980,70829,2013-01-12,87,3,0,0,0,0,0,0,3,11,0,44,2,431,16,0,1,0,0,0,0,4
6233,1976,65991,2012-07-09,21,7,0,0,0,0,0,0,3,11,0,48,1,971,27,0,1,0,1,0,0,4
4148,1972,38988,2013-07-02,90,8,0,0,0,0,0,0,3,11,0,52,3,348,19,0,1,0,1,0,0,1
4947,1966,89572,2013-07-02,44,4,0,1,0,1,0,0,3,11,1,58,0,2059,24,1,0,0,0,0,0,0
3225,1984,42207,2013-01-04,71,6,1,0,0,0,0,0,3,11,1,40,1,265,14,0,1,0,0,1,0,1
7540,1952,50300,2013-07-02,52,2,0,0,0,0,0,0,3,11,0,72,1,270,13,0,1,0,1,0,0,4
10648,1982,66664,2013-07-02,78,3,0,0,0,0,0,0,3,11,0,42,0,1289,19,0,1,0,0,0,0,4
1992,1964,60597,2014-01-01,2,7,0,0,0,1,0,0,3,11,1,60,1,893,16,0,1,0,1,0,0,4
7851,1949,70165,2013-07-02,60,1,0,0,0,0,0,0,3,11,0,75,0,926,22,1,0,0,1,0,0,0
8594,1958,50520,2013-07-02,25,6,0,0,0,0,0,0,3,11,0,66,1,135,9,1,0,0,0,0,1,0
7059,1963,80124,2013-07-02,47,1,1,0,0,0,0,0,3,11,0,61,0,1495,19,0,1,0,1,0,0,4
2815,1975,33183,2013-07-02,46,7,0,0,0,0,0,0,3,11,0,49,1,120,9,0,1,0,1,0,0,1
2416,1969,66582,2014-03-03,83,1,0,0,0,0,0,0,3,11,0,55,0,1288,20,1,0,0,0,0,1,0
7999,1955,75261,2013-07-02,17,2,0,1,1,0,0,0,3,11,1,69,0,1743,17,0,1,0,0,0,1,2
9213,1970,31880,2013-07-02,13,8,0,0,0,0,0,0,3,11,0,54,1,15,4,1,0,0,1,0,0,3
9697,1951,53790,2014-06-03,86,6,0,0,0,0,0,0,3,11,0,73,2,542,20,0,1,0,1,0,0,4
